gene	logFC_comp1	logCPM_comp1	LR_comp1	PValue_comp1	FDR_comp1	de_family_comp1	de_method_comp1	de_type_comp1	cell_type_comp1	perturbation	condition	logFC_comp2	logCPM_comp2	LR_comp2	PValue_comp2	FDR_comp2	de_family_comp2	de_method_comp2	de_type_comp2	cell_type_comp2	score	p	convergence	q_value
Rps21	-0.07142191	5.848287424	0.049240773	0.82438969	0.983617758	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.010334724	2.931635259	0.004119705	0.948822978	0.991142059	pseudobulk	edgeR	LRT	Deep_layer_neurons	2.85733E-05	0.495225	low	0.499262595
Rps24	-0.167463299	6.036181155	0.287944176	0.591540973	0.96723634	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.035604406	4.34391846	0.057883728	0.809872611	0.935041617	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.000462754	0.425425	low	0.497826903
Rps27a	-0.093527497	5.906145599	0.077803139	0.780296902	0.978902987	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.075052593	3.417235715	0.222677307	0.637007473	0.856065138	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.000702852	0.4089	low	0.497826903
Rps3	-0.042522641	5.965237211	0.016501474	0.897786484	0.987105604	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.195559192	3.38492682	0.841565749	0.358949349	0.693739775	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.004790102	0.283425	low	0.493846722
Rps3a1	0.163761599	6.02644087	0.277887105	0.598089439	0.96723634	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.239481698	3.600617232	0.998062239	0.317779844	0.673070101	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.007451268	0.2519	high	0.493846722
Rps4x	0.282580342	5.873607061	0.705802994	0.400840647	0.951568244	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.065656221	3.969883249	0.233892845	0.628652246	0.8551462	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.002202606	0.33535	low	0.493846722
Rps5	-0.315982342	5.894657674	0.895171383	0.344079749	0.948379257	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.013475246	3.595242475	0.006772199	0.934413424	0.985211668	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.001416338	0.369875	low	0.493959375
Rps6ka2	-0.374868548	6.611025571	1.598439802	0.206124454	0.902047906	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.343047037	5.855585783	5.68198292	0.017139986	0.171702882	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.077990726	0.0657	high	0.493846722
Rps6ka3	-0.132659683	8.204021654	0.561524459	0.453646666	0.956305231	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.058407734	8.128583596	0.256764098	0.61235203	0.848470413	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.000639954	0.4256	high	0.497826903
Rps6ka5	-0.633153814	5.900391218	2.691428721	0.100889315	0.80056802	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.291769476	6.101419974	2.794199845	0.094605982	0.418024797	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.074735135	0.069775	low	0.493846722
Rps6kb1	0.155657081	6.661585311	0.3846978	0.535099715	0.963477357	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.035250827	6.243594025	0.111386491	0.738571123	0.903618772	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.000434263	0.44305	high	0.497826903
Rps6kb2	-0.596926463	6.419941358	4.615647611	0.03168153	0.683237862	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.058138493	5.678459782	0.278262978	0.597841989	0.840914596	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.030747595	0.1269	high	0.493846722
Rps6kc1	-0.168976051	7.010522453	0.567699398	0.451174565	0.955786272	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.029971861	6.506750099	0.082473404	0.773973097	0.919990423	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.000502185	0.4387	high	0.497826903
Rps7	-0.146791802	5.995739295	0.200402751	0.654395953	0.96723634	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.160016141	3.562942931	0.413164335	0.520367768	0.793927385	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.003691819	0.308075	low	0.493846722
Rps8	-0.004911976	6.625703639	0.000381268	0.984421427	0.997111943	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.246162169	4.45047902	2.590591562	0.107500179	0.441897674	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.013521558	0.19705	low	0.493846722
Rps9	-0.215906562	5.80751001	0.365098787	0.545688046	0.964038996	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.037062903	3.823249039	0.075422089	0.783599883	0.923160137	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.000754946	0.400625	low	0.497826903
Rpsa	0.005753912	6.244959606	0.000355885	0.984948861	0.997187066	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.128471737	4.327559665	0.621264721	0.430577696	0.739246598	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.001483227	0.378775	high	0.494395716
Rptor	0.155613586	7.480600346	0.693735489	0.404896701	0.951568244	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.033384503	7.159570104	0.090812434	0.763146843	0.915113134	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.000583427	0.412975	low	0.497826903
Rragb	0.27598489	6.564537602	1.263428864	0.26100305	0.928784467	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.11952626	5.751195051	1.10116008	0.294011656	0.649860074	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.005728107	0.274625	high	0.493846722
Rras2	-0.250160133	6.3427498	0.84070073	0.359196439	0.951513744	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.092612241	5.856401217	0.566843864	0.451515814	0.75396417	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.003531737	0.3114	low	0.493846722
Rrnad1	-0.249058893	6.235134963	0.769090456	0.380498574	0.951568244	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.05814237	5.342235792	0.256505271	0.612531311	0.848470413	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.00153011	0.37505	high	0.493959375
Rrp1	0.142965397	6.093700074	0.247077867	0.619140198	0.96723634	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.140378878	5.027464459	0.992513826	0.319128749	0.674266554	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.004972567	0.283325	low	0.493846722
Rsbn1	-0.764528277	6.434598333	6.055150383	0.013865795	0.649037194	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.039788757	6.019600532	0.121931681	0.726948797	0.897948911	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.04953397	0.0905	high	0.493846722
Rsbn1l	0.211991007	6.530810237	0.700424395	0.402641128	0.951568244	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.072451036	6.173423957	0.435880691	0.509117401	0.789979208	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.002162559	0.34635	low	0.493846722
Rsf1	0.022092447	7.312500942	0.012773784	0.910013776	0.988036588	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.159734498	6.940636659	2.366770749	0.123943203	0.468756722	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.00634789	0.26265	low	0.493846722
Rspo2	-0.573666078	5.699583009	1.877932579	0.17056931	0.872685966	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.283588248	6.130918117	3.717690584	0.053838788	0.312846655	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.074130249	0.068125	low	0.493846722
Rspo3	0.15531177	6.711943621	0.304532956	0.581054521	0.96723634	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.496105318	5.720439181	14.13318846	0.000170312	0.006387148	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.184202326	0.028425	high	0.493846722
Rspry1	-0.089644048	6.698172586	0.134578043	0.713731804	0.97210225	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.112307677	6.049079914	0.914381565	0.338954527	0.693188835	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.001601675	0.3668	high	0.493959375
Rsrc1	-0.021448452	7.447987548	0.01205658	0.912566041	0.988036588	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.08191357	7.145922271	0.560933679	0.453884294	0.755478565	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.000740728	0.408875	low	0.497826903
Rsrc2	-0.067982646	6.835895157	0.091629758	0.762115391	0.97777587	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.154228189	6.105947125	1.25227194	0.263118992	0.618375154	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.004862195	0.2827	low	0.493846722
Rsrp1	-0.150776591	9.186254552	0.997492256	0.31791807	0.936642512	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.062761846	8.960695773	0.136172577	0.712116033	0.893971137	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.000781931	0.4165	high	0.497826903
Rsu1	-0.257042719	6.707861451	0.962219043	0.326628424	0.941981374	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.111555384	6.119679914	1.058409833	0.303578146	0.658815015	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.004637894	0.290325	high	0.493846722
Rtf1	0.193692221	6.437854206	0.525120738	0.468665457	0.95647025	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.013145254	5.898297398	0.015421374	0.901170522	0.970199441	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.000493901	0.439525	high	0.497826903
Rtl4	-0.166992098	8.322919568	0.450888595	0.501913277	0.957894966	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.233047854	5.97601596	0.94206512	0.331747311	0.6867645	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.006914519	0.25845	high	0.493846722
Rtn1	0.045746775	9.35811411	0.117622952	0.731627028	0.977467935	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.217535356	8.709129654	4.909557667	0.02670848	0.222740104	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.023656363	0.1521	low	0.493846722
Rtn3	-0.139712776	9.443972002	1.2315225	0.267111152	0.930753589	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.132627076	9.263616892	1.011479681	0.314548614	0.670202532	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.002922105	0.3317	high	0.493846722
Rtn4	0.083812678	7.749370452	0.225491409	0.634887222	0.96723634	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.006611473	7.492878522	0.003707007	0.951450638	0.992097255	pseudobulk	edgeR	LRT	Deep_layer_neurons	-7.92185E-05	0.46675	low	0.4982818
Rubcn	-0.48524401	6.304044507	2.633145129	0.104654221	0.80056802	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.002906342	6.020643959	0.000764558	0.977940786	0.999769217	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.01179434	0.2115	high	0.493846722
Rufy1	-0.249562447	6.007539162	0.655301495	0.418223609	0.951568244	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.090435838	5.053888941	0.400187349	0.526992518	0.797483362	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.002984069	0.3235	low	0.493846722
Rufy2	-0.133793888	7.289596807	0.460084878	0.497584308	0.957637191	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.04194372	7.138353645	0.173446115	0.677067122	0.874693746	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.000590196	0.414925	low	0.497826903
Rufy3	-0.355091989	7.652587918	3.347015674	0.067326972	0.75130999	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.013487497	7.381098539	0.017299224	0.895358814	0.967944427	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.009009487	0.2346	high	0.493846722
Rundc3a	0.296678561	6.131784528	0.9325401	0.33420375	0.945049166	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.387194813	5.819228762	1.843894359	0.17449519	0.532831356	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.042873305	0.103775	low	0.493846722
Rundc3b	0.1365224	7.031745781	0.477490125	0.489561392	0.957637191	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.143429548	7.176883432	1.196494888	0.274023364	0.628226774	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.005932096	0.272575	low	0.493846722
Runx1t1	0.027620906	8.018860098	0.016319116	0.898349751	0.987105604	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.118437247	8.155818681	1.264169599	0.260863316	0.61578297	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.002094313	0.353	high	0.493846722
Runx2	-0.129147536	7.186558524	0.351628054	0.553192972	0.964038996	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.136327077	7.480364373	1.809276395	0.178595057	0.538640156	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.004024714	0.3031	high	0.493846722
Rusc2	0.100324176	6.192530947	0.101543847	0.749984765	0.97777587	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.231553833	6.026332265	1.319209786	0.250733919	0.60914179	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.010527983	0.219525	low	0.493846722
Ryk	0.091830052	6.087592863	0.097054978	0.755392816	0.97777587	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.125185301	5.65733002	1.114189013	0.291173159	0.646592092	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.003647207	0.310325	low	0.493846722
Ryr2	-0.004838327	9.966013082	0.001352307	0.970665424	0.994518125	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.075780306	10.33674184	0.557593467	0.455231499	0.756410945	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.000500333	0.437175	high	0.497826903
Ryr3	-0.133492468	10.10303229	1.227553292	0.267883393	0.931151371	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.009369922	9.047432909	0.006650496	0.935004109	0.985394847	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.000406432	0.432925	low	0.497826903
S100pbp	0.008892392	5.890364943	0.00081149	0.977274007	0.995944067	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.113389721	5.436959857	0.936137668	0.333273118	0.688097807	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.001555335	0.3637	low	0.493846722
Sacm1l	-0.559119643	7.073337663	6.428128726	0.011232686	0.62561796	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.002621534	6.554999982	0.000542303	0.981421029	0.999769217	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.031444594	0.125675	high	0.493846722
Sacs	-0.16280001	7.271513318	0.558432555	0.45489248	0.956305231	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.128114151	6.248470014	1.280971329	0.257718511	0.612200118	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.005857531	0.272725	low	0.493846722
Sae1	0.219871945	6.31885401	0.601209258	0.438117011	0.951568244	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.004517707	5.35175467	0.001242614	0.971879815	0.999769217	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.00067029	0.406675	low	0.497826903
Safb	0.143127274	6.517390681	0.257553485	0.611805947	0.96723634	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.222882533	5.954614239	1.421465433	0.233162351	0.591225109	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.008399854	0.24135	high	0.493846722
Safb2	-0.049941484	6.539359858	0.033377951	0.855036291	0.987105604	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.070043569	5.780795412	0.299414259	0.584249861	0.832062526	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.000506263	0.4228	low	0.497826903
Samd12	-0.058424764	9.803589755	0.200256108	0.654514202	0.96723634	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.17065412	9.907809719	2.242545754	0.134259776	0.47967073	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.006520938	0.261525	high	0.493846722
Samd4	-0.846579832	6.274026084	5.911279914	0.015044237	0.66220525	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.212852579	6.308073477	2.759388264	0.096685202	0.422143719	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.092111195	0.05565	high	0.493846722
Samd5	-0.538923951	6.881697772	2.428405175	0.119154069	0.805922097	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.14756724	7.659977191	0.927434588	0.335530434	0.690343559	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.025458022	0.1486	low	0.493846722
Samd8	-0.176002323	6.22005648	0.388041337	0.533330759	0.963327568	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.059466363	5.994865271	0.267413612	0.605072044	0.84615714	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.00086872	0.409025	high	0.497826903
Samm50	0.314176689	6.02976312	1.165046016	0.280421494	0.933012722	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.101198049	4.863373735	0.725449218	0.394362263	0.71362184	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.004835592	0.28985	high	0.493846722
Sap130	0.427513456	6.306971488	2.814766022	0.093400515	0.794897996	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.116068419	5.734067488	1.022075266	0.312027256	0.666622802	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.018456637	0.173875	low	0.493846722
Saraf	0.053794328	6.47397343	0.042396185	0.836866417	0.987105604	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.054148552	5.35750366	0.188664694	0.664030312	0.868136643	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.000150967	0.477625	high	0.4982818
Sarnp	0.096142872	6.570486968	0.148436929	0.700033582	0.971589278	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.009581613	5.747334068	0.004861669	0.94441201	0.988793759	pseudobulk	edgeR	LRT	Deep_layer_neurons	8.50364E-05	0.487875	high	0.499006243
Sars	-0.046943655	6.997470236	0.047344181	0.827750775	0.983617758	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.347437572	5.913302849	4.435734858	0.035194066	0.260795928	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.045699002	0.0985	low	0.493846722
Sart3	0.150999513	6.013325926	0.229489138	0.631902884	0.96723634	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.015295453	4.883187188	0.01089186	0.916880432	0.976498509	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.000260139	0.444825	low	0.497826903
Satb1	0.088542998	7.178372822	0.200395614	0.654401707	0.96723634	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.346877237	7.599614181	8.032309007	0.004595023	0.075099431	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.082908497	0.063325	high	0.493846722
Satb2	0.060529017	7.888777185	0.098360085	0.753806543	0.97777587	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.58565866	7.911849656	30.50161989	3.33588E-08	4.45508E-06	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.238852696	0.023	low	0.493846722
Sbf2	-0.210420332	8.155997043	1.392640299	0.237959722	0.918441032	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.116782978	8.214077308	1.280098161	0.257880785	0.612306852	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.004828943	0.295175	high	0.493846722
Sbno1	0.099306848	7.307557354	0.302558892	0.582282655	0.96723634	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.053741699	6.749466523	0.266595391	0.605624811	0.846240139	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.000570718	0.4166	low	0.497826903
Sc5d	-0.318764628	5.810243497	0.845986262	0.35769029	0.951265161	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.294077688	5.110011794	4.346149033	0.03709273	0.267364576	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.041937546	0.10375	high	0.493846722
Scaf1	0.20281794	6.039117608	0.487184746	0.48518582	0.957637191	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.10085306	5.551023729	0.676993018	0.410624095	0.726233437	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.003458701	0.30925	low	0.493846722
Scaf11	0.202427532	6.144478508	0.464423298	0.495563962	0.957637191	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.059900586	5.636150955	0.316301554	0.573838799	0.825544417	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.001474424	0.363475	low	0.493846722
Scaf4	-0.266421833	7.002398015	1.390301616	0.23835417	0.919157187	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.034136927	6.327770108	0.106207847	0.744503455	0.906893544	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.001861626	0.3595	high	0.493846722
Scaf8	-0.028499459	7.592143107	0.024239664	0.876276651	0.987105604	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.08520218	7.202030592	0.698227577	0.403379896	0.721480828	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.000758575	0.418375	high	0.497826903
Scai	-0.174997029	8.514392085	1.182790988	0.276788538	0.933012722	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.297768018	8.213958653	7.737909663	0.005407336	0.084235381	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.091063044	0.060175	low	0.493846722
Scamp1	-0.11589809	6.514693029	0.180688717	0.670782035	0.971059211	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.042390629	6.235979397	0.155940387	0.692921944	0.883464181	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.000311953	0.459425	high	0.4982818
Scamp5	0.103531071	6.435181046	0.171771506	0.678542189	0.971589278	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.077122965	6.047017626	0.537625338	0.463418533	0.763647953	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.001299491	0.37745	low	0.494269124
Scap	0.41148317	5.864758143	1.857474862	0.17291652	0.872685966	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.122977422	5.185171425	1.193148965	0.274695292	0.628796964	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.014294315	0.191375	low	0.493846722
Scaper	-0.212676466	7.990167602	1.784537887	0.181593086	0.878032503	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.024839646	7.576665964	0.04996578	0.823122831	0.939841759	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.00190938	0.351675	low	0.493846722
Scarb2	-0.001934691	6.453834362	5.18181E-05	0.994256492	0.999019501	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.037983156	5.251861312	0.111442284	0.738508053	0.903588113	pseudobulk	edgeR	LRT	Deep_layer_neurons	-4.94582E-05	0.4677	low	0.4982818
